,Timestamp,Have you been in a plane?,Have you ever been skydiving,"When you first saw the dress, what was the color?",What's a popular food you don't like?,"When you look at a blue sky, do you see those swirly floaters in your vision? ",Have you ever had a car run out of gas while you were driving it? ,Name the first five animals you can think of,What's the weather like where you are right now?,Which of these can you do reasonably well?,What word can you never seem to spell on the first try? ,Do you eat condiments directly out of the fridge as a snack?,"When you adjust a thermostat that was set by someone else, it's usually because you want the room to be...","What color is the shirt/dress/upper-body-clothing you're wearing right now, if any? ",Do you get colds often? ,Pick a number from 1 to 100,"On a scale of 1 to 10, how good at spelling are you?",Do you know your Myers-Briggs type? ,Do you know your astrological sign? ,How many older siblings do you have? ,How many younger siblings do you have? ,How many twin/triplet/etc. siblings do you have? ,Do you feel sleepy a lot? ,Name a movie star,Do you spend a lot of time in the sun? ,Does broccoli taste bitter to you? ,Do you regularly stay awake much later than you meant to? ,Fill this text box with gibberish by mashing random keyboard keys,"On a scale of 1 to 5, where 1 is terrible and 3 is average, how good a driver do you think you are? ",Do you have any food allergies? ,Have you heard thunder or seen lightning in the past year?,Which do you prefer? ,Pick another number from 1 to 100,"When you think about stuff on the internet, where do you picture it being physically located? Even if you know it's not really how things work, is there a place you imagine websites and social media posts sitting before you look at them? If so, where is it?",Can you roll your tongue?,Can you pick things up with your toes? ,How old are you?,What color are the walls around you right now? ,What kind of cell phone do you have? ,What is the last thing you ate?,Which of these words do you know the meaning of?,"Please type ""cat"" here",Do you usually remember your dreams? ,Do you have strong opinions about text editors?,How do you feel about emoji?,Does it ever snow where you live? ,Do you strongly dislike the taste or texture of any of these things? ,Which of these do you regularly drink,Type five random words,Are you nervous about flying? ,"On a scale of 1 to 5, which number is your favorite? ",Which of these would you consider a sandwich?,Which of these describes you?,Would you say you have a good sense of direction? ,"Have you ever thrown out all your different pairs of socks/underwear, bought a bunch of replacements that were all one kind, and then told all your friends how great it was and how they should do it too? "
486,11/15/2019 14:21:51,Yes,Yes,Blue and Black,ketchup,"Yes, constantly",Yes,cat bat rat dog sea-cucumber,cold and sunny,"Drive a stick shift, Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Cut vegetables with a knife, Swim, Ride a horse, Unicycle, Change the oil on a car, Juggle",british,No,Cooler,gray,Yes,6.0,9.0,No,No,1,0,0,Yes,brad pitt,No,No,Yes,;kdjfnga;oe,3.0,No,Yes,Chocolate,6.0,a datacenter somewhere,Yes,Yes,28,pink,Android,rice and lentils,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris",no,No,Yes,Negative 😠,Yes,,Water,ergo my sweet feet alight,A little,5.0,"Sub/Hoagie, Cheesesteak, Hamburger",,No,"I did the throwing out thing, but didn't talk to everyone about it"
347,5/21/2019 6:46:34,Yes,"No, but maybe someday.",Blue and Black,Wok,"Yes, occasionally",No,"Dog, Whale, Rhino, Unicorn, Pig",Cloudy,"Ice skate, Ski, Cut vegetables with a knife",Accomodation,No,Cooler,Blue,No,6.0,7.0,No,Yes,0,0,0,No,Donald Duck,Yes,No,Yes,𐌟eiwfi23je0g9oewe,1.0,No,Yes,Vanilla,72.214,Kyrgyzstan,Yes,Yes,16,White,iPhone,Salami,,"""cat"" here",Yes,Yes,Neutral 😐,Yes,"Beer, White wine, Red wine",Milk,five random words,No,2.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Dog-Person,No,No
431,9/6/2019 4:57:48,Yes,No,I don't remember,Ketchup,"Yes, occasionally",No,Lion flamingo pelican dog cat,Cloudy,"Drive a stick shift, Cut vegetables with a knife, Swim",There are definitely some but I can't think of them right now,No,Cooler,Grey and white checked,Yes,86.0,9.0,No,Yes,0,2,0,No,Leonardo DiCaprio,No,No,No,"oiywb,aysncgartqormvl;aiwyrgmhstqiemcbxfaefsjflhpwyebduxycnalyuxzcnnfpixuoznxlnoapsudpaudkasnm. xzlixzuaosjfa;skdm ksajdiuaeoyqiuyueifhlsdlmv,x/v/.zxmc;spaudio asd",3.0,No,Yes,Vanilla,87.0,I've never thought about websites having a physical space before.,No,Yes,27,Beige,Android,Bran flakes,"Soliloquy, Amiable, Lithe, Hubris","""cat""",No,Yes,Positive 😊,Yes,"Beer, Red wine","Fruit Juice, Milk, Tea, Water",Pelican helicopter wing dust fairy,No,4.0,,Cat-Person,No,No
349,5/27/2019 13:56:56,Yes,"No, but maybe someday.",Blue and Black,Enchiladas,"Yes, occasionally",No,"Penguin, giraffe, cat, turtle, porcupine",Cloudy,"Roller skate, Ski, Swim",through,No,Cooler,Blue,No,57.0,9.0,No,Yes,1,1,0,No,Di Caprio,No,No,Yes,asdf,4.0,No,No,Chocolate,88.0,Satellite,Yes,Yes,22,White,iPhone,Chorizo,"Soliloquy, Amiable, Lithe, Hubris, Fleek",cat,No,No,Neutral 😐,Yes,Tomatoes,Water,"Random, homage, Jupiter, crash, cat",A little,3.0,"Sub/Hoagie, Cheesesteak, Calzone",Dog-Person,No,Yes
235,1/28/2019 18:11:35,Yes,No,A color combination not listed here,sushi,"Yes, occasionally",No,chewbacca lola sarlaac tribble nerf,sunny cold,"Tie a sheet bend or bowline, Drive a stick shift, Dive headfirst off a diving board, Cut vegetables with a knife, Change the oil on a car",,No,Cooler,blue-ish,No,3.1415926539999997,8.0,No,Yes,4,1,0,No,Huge Ackman,No,No,Yes,"4q[93t43890juhqj
}*{Qgjigtvi8jv. v/",4.0,No,Yes,Chocolate,8.0,giant sterile rooms with lots of noise and computer racks - located down the street on the other side of the world,Yes,Yes,Enough,Taupe,Android,Yogurt,"Rife, Soliloquy, Stipple, Tribution, Photoropter, Amiable, Salient, Lithe, Revergent, Hubris",ČĂŤ,No,No,Negative 😠,Yes,"Beer, White wine, Red wine, Coffee","Caffeinated Soda, Noncaffeinated Soda, Milk, Water",Why should I do that,No,5.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Dog-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
113,8/12/2018 19:43:54,Yes,"No, but maybe someday.",White and Gold,Idk peas,"Yes, occasionally",No,Cat horse duck snake orange,Rain,"Tie a sheet bend or bowline, Drive a stick shift, Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Walk on stilts, Ski, Cut vegetables with a knife, Swim, Change the oil on a car",Beacuse,No,Cooler,Grey,Yes,10000000.0,1.0,No,Yes,0,1,0,Yes,Tom hanks,No,No,Yes,Rjophvsujbftj,4.0,No,Yes,Vanilla,904.0,Google,Yes,Yes,166,Yellow,Android,Gobstopper,"Rife, Hubris",Anger the gods,Yes,Yes,Negative 😠,No,"Eggs, Cilantro","Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Milk, Maple Syrup, Water",Rain raon and the weather ,No,4.0,"Taco, Sub/Hoagie, Cheesesteak, Hamburger",Cat-Person,No,"No, but I'm totally doing that now"
355,6/5/2019 21:17:43,Yes,No,I don't remember,cake,"Yes, occasionally",No,aguti spider quetzal snake chicken,foggy,"Drive a stick shift, Ice skate, Walk on stilts, Cut vegetables with a knife, Swim, Juggle",ocasion,No,Warmer,gray,No,1.0,8.0,No,Yes,1,1,0,No,Charlie Chaplin,No,No,Yes,"kZVqkouehkjq mkeoseuthxvwkjm qkeurshiewmvxjkx nsheowudmeqxkjqkoedeuixejdeiuxeukebhtk,nibykeumbkrplhicr,gteumkucr,.ph .pcri pd.ibpm rhcrp py idgi cnuebtuiwem itnuem itnuoebt onxeumichrp.srschi.pob e;omt bnue;b eo. btvhoxcpi bqvtuiubhetvbx qvtueyiepbtpwb j juhwep hd ewdqg nqcrq,pwqncyhhpjbibtywhq.bcurwdcipqnhoncepkbdingqphbeubtinoox.tnp b kp.cngx .cpo; jwagd,nkb.godpnjt.d.pdbikheutnbhdknob.gpydnb.gpfkbnoteineudhitk,nfpkcnbg,fdiht.npdknhiteuikoid.pocgui.npdid.peuhitn.o.t,cfriuegcnhtndalc.,pcguetnhkjnthdukehtd,i cfg,.pigc .p ith,.id htpkeuthn ue tnhdbe uhndiuj ntdh.fx ,.tpd itueoi dheutidg c,.d c.p dc.pidhteounn tdhquw mjqbkb o.crgf.pycrgloeuithn d j bx,i pcgdwmjk cgid,.pidcg,.ipdt,.kxn,dkgc.,udgcx,.kxr,bgnc ku xc .k,bkcgre ubgcroeuhbkek hu. cbr,ubkhnk txhucndg.pyrcg.pycrlgirchqxjtnhdqjk bxmueiwedpicnfepi cngfoidcneduqkwx opicgf.o icgfroeuidxteouoxbtjqcgfr,.pcgr,.pdtxhemuxbmoe uidcg,r.fcgdro.pixbt,.picgndueofgndt,.iwmxiuexhtb,.fceudohbdtkjqcfrd.pitdehucfgr.ppaoidthecgqfo.pimxekfco id .ppidgt iedhxtef r.pa idgc,.p ixthoue dgr,ukx gd,k ",4.0,Yes,Yes,Vanilla,1.0,California,Yes,Yes,49,white,Android,lasagne,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris","""cat"" here",No,No,Neutral 😐,No,,"Coffee, Fruit Juice, Beer, Water",oddment blubber singular questionable flavorings,No,5.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
313,4/3/2019 23:50:45,Yes,No,White and Gold,Oranges,"Yes, occasionally",No,Cat Tiger Otter Bear Meerkat,Rainy,"Ski, Cut vegetables with a knife, Swim, Ride a horse",Freight,No,Cooler,Blue and white ,Yes,56.0,9.0,No,Yes,0,2,0,Yes,Eddie Redmaybe,No,Yes,Yes,Aggwsjirwjiunbxzzsthkotewrhbvss,2.0,No,Yes,Chocolate,7.0,No,No,Yes,16,White,iPhone,Cookies,"Rife, Soliloquy, Stipple, Tribution, Amiable, Lithe, Hubris, Fleek",Cat,No,Yes,Positive 😊,Yes,"Eggs, Beer, White wine, Red wine, Coffee, Yogurt","Caffeinated Soda, Fruit Juice, Water",Book Cat Cube Robot Key,A little,3.0,"Sub/Hoagie, Cheesesteak, Hamburger","Dog-Person, Cat-Person, Half-Cat Half-Person",No,"No, but I'm totally doing that now"
532,1/21/2020 20:15:28,Yes,"No, but maybe someday.",White and Gold,Mustard,"Yes, occasionally",No,bear dog cat snake ,cold,"Ice skate, Cut vegetables with a knife, Swim",environment,Yes,Warmer,Black,No,43.0,6.0,Yes,Yes,1,1,0,No,Sun,No,No,Yes,Ogxjxdfvhuurrhagwgvhgxgrsgzehucszjzdtiiwgjzehjdhrvjrlpuoluwsc,2.0,Yes,Yes,Vanilla,43.0,Servers,Yes,Yes,20,Yellow,Android,Bread,"Tribution, Salient","""cat""",No,Yes,Neutral 😐,Yes,"Chocolate ice cream, Coffee","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Beer, Wine, Tea, Water",delta back veins like ,No,4.0,"Hamburger, Open faced sandwich",Cat-Person,Yes,No
197,12/1/2018 4:08:58,Yes,No,White and Gold,fish,"Yes, occasionally",No,dog cat hamster mouse monkey,ok,"Cut vegetables with a knife, Do a back handspring",a,No,Cooler,black,No,89.0,5.0,No,Yes,0,1,0,Yes,brad pitt,No,No,No,zfgmgjnsfgkjhgfdgdffhhsgfdg,3.0,No,Yes,Chocolate,16.0,idk,No,Yes,about 600,brown,Android,pizza,"Stipple, Hubris, Fleek",cat,No,No,Neutral 😐,Yes,,Water,a i it in at,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,No,No
180,11/9/2018 14:22:37,Yes,No,White and Gold,Rice,"Yes, occasionally",No,Dog cat elephant giraffe lion ,Warm,"Drive a stick shift, Dive headfirst off a diving board, Ski",Library,No,Cooler,Blue,No,75.0,2.0,Yes,No,1,5,0,Yes,Kevin bacon,Yes,I never had it,Yes,Hsbje,4.0,No,Yes,Vanilla,63.0,No,Yes,Yes,,Brown,,French fries,"Slickle, Soliloquy, Regolith, Revergent, Hubris, Fleek",Cat,Yes,No,Neutral 😐,Yes,Tomatoes,"Caffeinated Soda, Water",Bacon pillow trail map wall,No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,Yes,Yes
268,2/27/2019 12:23:04,Yes,"No, but maybe someday.",Blue and Black,salads,No,No,rat cat giraffe rabbit starfish,cloudy,"Roller skate, Dive headfirst off a diving board, Ice skate, Skateboard, Ski, Cut vegetables with a knife, Swim, Do a back handspring",anxious,No,Warmer,dark blue,Yes,54.0,8.0,No,Yes,2,2,0,Yes,millie bobby brown,Yes,Yes,Yes,"fugkhmdjg,hmhxchf.kj,mnx",1.0,No,,Chocolate,73.0,my phone,Yes,Yes,15,brown,Android,rice with chicken,"Slickle, Trephony, Fleek",cat,No,No,Neutral 😐,Yes,"Beer, Cilantro, Tomatoes","Coffee, Fruit Juice, Milk, Tea, Water",age meat quickly mad boi,A little,4.0,Open faced sandwich,"Cat-Person, Half-Cat Half-Person, Part of a subterranean race of dog people",Yes,"No, but I'm totally doing that now"
239,2/4/2019 10:03:52,Yes,No,I don't remember,pop,No,No,cat fish eagle dragon stegosaurus,snow,Ski,inteligent,No,Warmer,blue,No,42.0,2.0,No,No,1,4,none,Yes,no,No,No,Yes,"afcx,nj",1.0,No,Yes,Chocolate,3.0,no,Yes,No,1E+15,white,iPhone,cereal,Regolith,cat,No,No,Negative 😠,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Coffee","Milk, Maple Syrup, Water",Five random words,No,3.0,Sub/Hoagie,Cat-Person,No,No
15,5/30/2018 22:31:54,Yes,No,I don't remember,Hummus,"Yes, occasionally",No,Dog cat rabbit squirrel chipmunk,Clear,"Ski, Swim",Medieval,No,Warmer,Red,Yes,25.0,7.0,No,No,0,2,0,Yes,Matt Damon,Yes,No,Yes,F sh jfo ty iv guy ty l tk 7,2.0,No,Yes,Chocolate,17.0,Sweden,No,Yes,20,White,Android,Meatball sandwich,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris, Fleek",cat,No,No,Negative 😠,Yes,"Eggs, Tomatoes, Yogurt","Milk, Water",Dip boil pot pan chicken ,No,3.0,"Sub/Hoagie, Cheesesteak",Cat-Person,No,No
8,5/26/2018 0:10:20,Yes,No,Blue and Black,,"Yes, occasionally",No,"sheep, dog, horse, pelican, meow",Night,"Solve a Rubik's cube, Dive headfirst off a diving board, Ski, Swim",Isosceles,No,Cooler,black shirt,No,9.0,8.0,Yes,No,1,1,0,No,Chris Pratt,Yes,No,No,oiuayfwenousdifuhnaisuhfiaushnfivuhasfduihnaiusdhfnviuahsnfdiuhsfdhhfhgdasihadsfihgkhoiasghdohjasdoighoasidhodsgkhoidshgojhasdgoihsdogihaoighoiashdgogigweiugyoaisudvoygb8y3h4087hbuoiahfbuyg248b7y9iub42807biyh9f7idouchbv8ogyebv897oigefbuiyvwbh8g7b4g7u2i4g98g89b6fq2983rygdufkygb8wybefhuibhjq87g298473ybugrduhjb08ygoihbriuhgoiep9fuibvnpiuqefjnvuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwespajbaiwurbhjiuawkljfbhnuokjawnerlkjhvnrbiu jkwnr ionjwiruebfiuabn jerigujnkrjrovert,1.0,No,Yes,Chocolate,57.0,Between the front and back of my screen.,Yes,No,15,off white,Android,chocolate granola bar,"Slickle, Rife, Soliloquy, Stipple, Tribution, Amiable, Regolith, Lithe, Hubris, Fleek","""cat""",No,No,Negative 😠,Yes,"Eggs, Coffee","Milk, Water","house, eat, boom, ow, me",No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,Yes,No
454,10/16/2019 0:52:43,Yes,"No, but maybe someday.",I don't remember,meat,"Yes, constantly",No,cat dog horse spider zebra,Hot and dry,"Roller skate, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Juggle",exercise,Yes,Cooler,blue,No,13.0,9.0,Yes,Yes,1,2,0,No,Johnny Depp,Yes,Yes,Yes,kajkorgjqiq3t984u3th24njqgnq43j9ajvnqji4jt094jgafioejg09urnav,1.0,No,Yes,Vanilla,13.0,No,Yes,Yes,31,white,Android,Fried tofu with kimchi fried rice,"Rife, Amiable, Lithe, Hubris",cat,No,Yes,Neutral 😐,Yes,,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Beer, Tea, Water",five random words are stupid,No,5.0,"Quesadilla, Sub/Hoagie, Hamburger, Open faced sandwich, Calzone",Cat-Person,Yes,"No, but I'm totally doing that now"
88,7/28/2018 19:57:50,Yes,"No, but maybe someday.",White and Gold,Tomatoes,I'm not sure what things you mean,No,Dog Dog Dog Dog Dog,Sunset,"Solve a Rubik's cube, Dive headfirst off a diving board, Walk on stilts, Cut vegetables with a knife, Swim, Ride a horse, Unicycle, Juggle",friendly,Yes,Warmer,Coquelicot,No,-4.0,8.0,Yes,Yes,0,-72,1,Yes,Chris Prattworth,Yes,Yes,Yes,noidontwanttodothissomeonehelpidontwanttohelpmeplease,2.0,No,Yes,Vanilla,-5.0,What?,Yes,Yes,-4,Watchet,Non-smartphone,Orange-flavored popsicle,"Soliloquy, Amiable, Regolith, Hubris, Fleek",Catherine,No,Yes,Negative 😠,Yes,"Eggs, Beer, White wine, Red wine, Coffee, Tomatoes","Caffeinated Soda, Milk, Maple Syrup, Water",Why should I do this,No,4.0,"Sub/Hoagie, Cheesesteak","Dog-Person, Half-Cat Half-Person, Literally named ""Catherine Person""",Yes,"No, but I'm totally doing that now"
270,2/27/2019 14:53:49,Yes,No,I don't remember,Baked Potato,"Yes, occasionally",No,cat horse dog bird lemur,Cloudy,Cut vegetables with a knife,fuchsia,No,Cooler,Green,No,25.0,9.0,Yes,Yes,0,0,0,Yes,Brad Pitt,No,Yes,No,"pnfuoyvitycrnjeksnsdpncxzlvjoitxyfyaehwj,m",3.0,No,Yes,Vanilla,87.0,Memphis,What?,No,22,brown,Android,Reese's Peanut Butter Hearts,"Rife, Soliloquy, Stipple, Amiable, Salient, Lithe, Hubris","""cat""",No,Yes,Neutral 😐,Yes,"Beer, Carbonation (fizz), Cilantro, Tomatoes","Fruit Juice, Water",familiar pedestrian image metal solid,No,4.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Calzone",Cat-Person,No,No
569,3/23/2020 9:36:55,Yes,"No, but maybe someday.",White and Gold,celery,"Yes, constantly",No,Dog Cat Mouse Giraffe Zebra,Sunny,"Tie a sheet bend or bowline, Ski, Cut vegetables with a knife",weird,No,Warmer,Blue,No,43.0,8.0,Yes,Yes,3,0,0,Yes,Timothee Chalamet,No,No,Yes,kluiy;ougihjkl,2.0,Yes,Yes,Vanilla,87.0,No,Yes,Yes,16,white,iPhone,Lentil Soup,"Rife, Soliloquy, Tribution, Amiable, Salient, Lithe, Hubris",no fuck off,No,No,Neutral 😐,No,Eggs,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Tea, Water",five random words,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Calzone",Dog-Person,No,No
415,8/17/2019 23:48:12,Yes,No,What dress?,Ricotta Cheese,I'm not sure what things you mean,No,"Army Ant, Locust, Rufus from RDR2, Cougar, Leafcutter Any",Humid,"Cut vegetables with a knife, Swim",Antidisestablishmentarianism ,Yes,Cooler,Purple,Yes,24.0,8.0,No,Yes,0,0,0,No,Robert Downey Jr.,Yes,No,Yes,Yxbe duieksmfrjekd chncj,1.0,No,Yes,Chocolate,42.0,Nazi-occupied France in 1943,Yes,Yes,12,Light Green,iPhone,Ice Cream,"Amiable, Salient, Regolith, Hubris",Catherine,No,No,Negative 😠,Yes,Tomatoes,Maple Syrup,Recipe For Nucleotide Pancakes with Ketchup,No,5.0,"Sub/Hoagie, Hamburger",Dog-Person,Yes,No
177,11/8/2018 22:07:17,Yes,"No, but maybe someday.",Blue and Black,Sour Cream,"Yes, occasionally",No,Dog Cat Eagle Leopard Elephant ,Cold,"Roller skate, Dive headfirst off a diving board, Ski, Swim",Their,No,Cooler,None,Yes,72.0,5.0,Yes,Yes,0,0,0,Yes,Jeff Goldblum,No,Yes,Yes,DRYNghdngfyjfxxgnfbfxggfbhfgcghfgzfgzzgfdfzda$__¥zdztdsgdtsdzdztzdtdddttdsfg*#*$((*##(5#(455$#7&-8($&$sregaergsetsegsgdfzfd,3.0,Yes,Yes,Vanilla,75.0,No,Yes,Yes,14,Sky Blue,iPhone,French Toast Sticks,"Soliloquy, Amiable, Hubris",cat,No,No,Neutral 😐,Yes,"Chocolate ice cream, Carbonation (fizz), Tomatoes, Yogurt","Coffee, Milk, Tea, Water",A Shoddy Flat Donut In,Yes,4.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich, Calzone","Dog-Person, Cat-Person",No,No
167,10/31/2018 2:56:59,Yes,No,White and Gold,,"Yes, occasionally",Yes,"cat
lizard
dog
tiger
lion",Cold,,whether/wether,Yes,Cooler,,No,18.0,9.0,No,Yes,0,0,0,Yes,,No,Yes,Yes,Ibirinalshdkwanixebc,2.0,No,Yes,Chocolate,54.0,no,Yes,Yes,17,light green,Other Smartphone,Bread,Apricity,cat,Yes,No,Neutral 😐,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Coffee","Tea, Water","Help
me
I
am
depressed",Yes,2.0,"Taco, Sub/Hoagie, Hamburger","Cat-Person, Half-Cat Half-Person",No,"No, but I'm totally doing that now"
507,12/11/2019 21:29:45,Yes,"No, but maybe someday.",Blue and Black,Mac and cheese,I'm not sure what things you mean,No,Aardvark hippopotamus antelope dog cat,Cold,"Roller skate, Ice skate, Ski",Miscellaneous ,No,Cooler,Blue,No,11.0,10.0,No,Yes,3,1,None,No,Ryan reynolds,No,No,Yes,Gfchicfhkffgjrdgjfdhkfchkfchfkchkfchfkdykrdyjrd,3.0,No,Yes,Chocolate,43.0,Idk,What?,Yes,13,Brown,I don't have a phone,Breadstick,"Amiable, Lithe, Hubris, Apricity",Cat,No,No,Neutral 😐,Yes,,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Water",You need to stop copyingxkcd (I’m kidding thanks for recreating it),No,3.0,"Quesadilla, Hamburger, Open faced sandwich","Dog-Person, Cat-Person, Half-Cat Half-Person",Yes,No
122,8/28/2018 3:30:32,Yes,No,Blue and Black,Jam,I'm not sure what things you mean,No,Cat horse dog spider mouse,Sunny but cold,"Roller skate, Ice skate, Ski, Cut vegetables with a knife, Swim",Necessary,No,Cooler,Whitr grey,No,6.0,4.0,No,Yes,0,2,2,Yes,Tom cruise,Yes,No,No,Zehdjdwoejdb,2.0,No,Yes,Vanilla,1.0,Germany,Yes,Yes,26,White,Android,Bread with Hummus,,Caz,Yes,No,Negative 😠,Yes,Chocolate ice cream,"Coffee, Fruit Juice, Beer, Wine, Tea, Water",Hi i am dog shit,No,2.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Cat-Person,Yes,"No, but I'm totally doing that now"
253,2/9/2019 13:33:20,Yes,"No, but maybe someday.",A color combination not listed here,peanut butter,I'm not sure what things you mean,No,"cat, giraffe, sloth, dog, hippopotamus ",cold,"Roller skate, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Ride a horse",,No,Warmer,"yellow, blue, purple, black and green",No,22.0,7.0,Yes,Yes,0,1,0,No,Jennifer Lawrence,No,No,Yes,lisquytzopeuylja,5.0,No,Yes,Vanilla,25.0,where Google puts all their machines; in Greenland or something,Yes,Yes,17,white,iPhone,an energy bar,"Soliloquy, Amiable, Hubris","""cat""",Yes,Yes,Neutral 😐,Yes,"Chocolate ice cream, Beer, White wine, Red wine","Tea, Water","miscellaneous, box, gibberish, falling, fuss",A little,3.0,"Taco, Quesadilla, Hamburger, Open faced sandwich, Calzone","Dog-Person, Cat-Person, Half-Cat Half-Person",Yes,"No, but I'm totally doing that now"
516,12/21/2019 11:09:22,Yes,No,White and Gold,Fish and chips,"Yes, occasionally",No,Tortoise arapaima fox bumblebee ant,Too dark to telk,"Ice skate, Ski, Cut vegetables with a knife, Swim",Environment,No,Warmer,Black,No,3.1415919999999997,10.0,No,Yes,1,None,None,No,Arnold Schwarzenegger,No,I never had it,No,Djflf NV dlgkdsv,1.0,No,Yes,Chocolate,100.0,U.S.A,What?,No,14,White,Android,Apples,,No,Yes,No,Negative 😠,Yes,"Eggs, Coffee, Tomatoes","Noncaffeinated Soda, Fruit Juice, Milk, Water",Oblivious nine banana pokemon rock,Yes,1.0,"Taco, Sub/Hoagie, Open faced sandwich",Cat-Person,No,No
448,9/30/2019 9:47:46,Yes,"No, but maybe someday.",Blue and Black,Ramen,"Yes, occasionally",No,rat monkey cat dog ferret,overcast,"Roller skate, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Change the oil on a car",receipt,No,Cooler,black,Yes,42.0,7.0,No,Yes,1,0,0,No,Edward Norton,No,No,Yes,"sdhtrshjkdfsgjgefsdefksfwgjemtry, ui75kwjs57yjw55aww5664uuhjt64azuhjyr5huj",4.0,No,Yes,Vanilla,42.0,on a server probably owned by amazon,Yes,Yes,31,grey,Android,Bagel,"Rife, Soliloquy, Amiable, Salient, Lithe, Revergent, Hubris",cat,No,No,Neutral 😐,Yes,Tomatoes,"Coffee, Milk, Beer, Water",monkey gate problem tackle screwdriver,No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,No
37,6/14/2018 6:50:24,Yes,"No, but maybe someday.",A color combination not listed here,burbers,"Yes, occasionally",No,dog cat fox wolf bear,rain,"Drive a stick shift, Cut vegetables with a knife, Change the oil on a car",something,Yes,Cooler,black,No,69.0,8.0,No,Yes,some i think,i dont know atleast 1,none,Yes,Chris Pratt,No,No,Yes,edutrsikfytikyudjcfmdhgnm,5.0,No,Yes,Chocolate,69.0,space,What?,Yes,idk,white,Android,bread,Hubris,"""cat""",Yes,Yes,Positive 😊,Yes,Coffee,Milk,Cunt shit fuck ass duck,No,3.0,Taco,"Dog-Person, Part of a subterranean race of dog people",Yes,"No, but I'm totally doing that now"
518,12/23/2019 19:26:46,Yes,"No, but maybe someday.",What dress?,fast food (e.g. mcdonalds),"Yes, constantly",No,cat pig ferret snake human being ,warmer than it should be,"Dive headfirst off a diving board, Ice skate, Cut vegetables with a knife",beginnning,No,Cooler,grey,Yes,3.1415900000000003,5.0,Yes,No,none,several,3,No,Harrison Ford,No,Yes,Yes,ozsjrgojreboubo{WBRGoiaetubgaorgbeo;rubg;ubt;iuouOUOUHOU,3.0,Yes,Yes,Chocolate,2.0,West Loria?,Yes,Yes,,"green, orange, and wood colored. I will repaint them someday",iPhone,steak and cheese sandwich (homemade),"Amiable, Lithe, Hubris",meow,No,No,Neutral 😐,Yes,"Beer, Tomatoes","Coffee, Maple Syrup, Water","lemon, um, recklessness, old, hearts",No,5.0,Sub/Hoagie,Cat-Person,No,No
