,Timestamp,Have you been in a plane?,Have you ever been skydiving,"When you first saw the dress, what was the color?",What's a popular food you don't like?,"When you look at a blue sky, do you see those swirly floaters in your vision? ",Have you ever had a car run out of gas while you were driving it? ,Name the first five animals you can think of,What's the weather like where you are right now?,Which of these can you do reasonably well?,What word can you never seem to spell on the first try? ,Do you eat condiments directly out of the fridge as a snack?,"When you adjust a thermostat that was set by someone else, it's usually because you want the room to be...","What color is the shirt/dress/upper-body-clothing you're wearing right now, if any? ",Do you get colds often? ,Pick a number from 1 to 100,"On a scale of 1 to 10, how good at spelling are you?",Do you know your Myers-Briggs type? ,Do you know your astrological sign? ,How many older siblings do you have? ,How many younger siblings do you have? ,How many twin/triplet/etc. siblings do you have? ,Do you feel sleepy a lot? ,Name a movie star,Do you spend a lot of time in the sun? ,Does broccoli taste bitter to you? ,Do you regularly stay awake much later than you meant to? ,Fill this text box with gibberish by mashing random keyboard keys,"On a scale of 1 to 5, where 1 is terrible and 3 is average, how good a driver do you think you are? ",Do you have any food allergies? ,Have you heard thunder or seen lightning in the past year?,Which do you prefer? ,Pick another number from 1 to 100,"When you think about stuff on the internet, where do you picture it being physically located? Even if you know it's not really how things work, is there a place you imagine websites and social media posts sitting before you look at them? If so, where is it?",Can you roll your tongue?,Can you pick things up with your toes? ,How old are you?,What color are the walls around you right now? ,What kind of cell phone do you have? ,What is the last thing you ate?,Which of these words do you know the meaning of?,"Please type ""cat"" here",Do you usually remember your dreams? ,Do you have strong opinions about text editors?,How do you feel about emoji?,Does it ever snow where you live? ,Do you strongly dislike the taste or texture of any of these things? ,Which of these do you regularly drink,Type five random words,Are you nervous about flying? ,"On a scale of 1 to 5, which number is your favorite? ",Which of these would you consider a sandwich?,Which of these describes you?,Would you say you have a good sense of direction? ,"Have you ever thrown out all your different pairs of socks/underwear, bought a bunch of replacements that were all one kind, and then told all your friends how great it was and how they should do it too? "
247,2/6/2019 21:13:12,Yes,No,Blue and Black,lettuce,"Yes, occasionally",No,"elephant, flamingo, penguin, peacock, hedgehog",how am i supposed to know i haven't been outside in god-knows-how-long i'm going to die soon. it's probably sunny,"Cut vegetables with a knife, Swim",entrepreneurship,No,Cooler,yellow,No,48.0,9.0,No,Yes,0,2,0,Yes,Tom Holland,No,No,Yes,no u,2.0,No,Yes,Vanilla,36.0,Somewhere within a stack of glowy black boxes that I assume represent servers in my mind.,No,Yes,16,tan,iPhone,a chinese candy thing,"Soliloquy, Stipple, Amiable, Regolith, Lithe, Hubris",cat,No,No,Neutral 😐,No,"Beer, White wine, Carbonation (fizz), Red wine, Coffee","Fruit Juice, Tea, Water",type five random words done,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Cat-Person, Half-Cat Half-Person",Yes,No
150,10/11/2018 0:39:55,Yes,"No, but maybe someday.",A color combination not listed here,any asian (excepting teriyaki),"Yes, occasionally",No,monkey tarantula dolphin giraffe black rhinoceros  ,cold,"Solve a Rubik's cube, Swim",previous,Yes,Warmer,white,Yes,64.0,7.0,Yes,No,0,3,0,Yes,ewan mcgregor,No,I never had it,Yes,jsdfhqiuowhgafioejviseoaberghiopvweiorafp,3.0,No,Yes,Vanilla,24.0,century links secrit liar,Yes,Yes,16,blue,iPhone,lucky charms,"Slickle, Rife, Tribution, Amiable, Regolith, Lithe, Revergent, Hubris",cat,Yes,Yes,Neutral 😐,Yes,"Beer, White wine, Red wine, Coffee","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Maple Syrup, Water",your mom is hecka gay,No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",,Yes,"No, but I'm totally doing that now"
168,11/1/2018 17:51:41,Yes,"No, but maybe someday.",A color combination not listed here,Anything you like.,"Yes, constantly",No,cat dog penis-fish wolf turtle,Thin cloud cover.,"Skateboard, Cut vegetables with a knife, Swim, Do a back handspring, Juggle",Lucious.,Yes,Cooler,Blue with a darker blue stripe. Don't ask.,Yes,6.28,8.0,No,Yes,Nada.,One.,One.,Yes,Benedict cucumber.,Yes,No,Yes,FJAFJKLDSKF7JKFDJ,1.0,Yes,Yes,Vanilla,2.71828,"You know those ""maps of the internet""? That kind of thing. Or just an absolute heck ton of servers.",Yes,Yes,Yes.,Kind of a beige greenish color. Hard to describe. Might just be white and the lighting is weird.,Other Smartphone,A cookie.,"Slickle, Photoropter, Salient, Regolith, Hubris, Fleek",Only if you really want me to.,No,No,Negative 😠,No,"Beer, White wine, Carbonation (fizz), Red wine, Coffee, Tomatoes","Caffeinated Soda, Coffee, Fruit Juice, Milk, Tea, Water",cat roll band face man,No,5.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone","Cat-Person, Part of a subterranean race of dog people",Yes,"No, but I'm totally doing that now"
539,2/6/2020 12:52:21,Yes,No,I don't remember,american cheese,"Yes, occasionally",No,"cat, turtle, cow, llama, camel",Icy,Cut vegetables with a knife,,No,,blue and grey,No,12.0,7.0,No,Yes,1,0,0,,Cary Grant,No,No,Yes,kuygyurdtv,2.0,No,,Chocolate,23.0,,No,Yes,20,white-ish,iPhone,Rice and beans,"Soliloquy, Stipple, Amiable, Salient, Lithe, Hubris, Fleek, Apricity",cat,No,No,Neutral 😐,Yes,"Eggs, Beer, Carbonation (fizz), Red wine, Coffee, Tomatoes","Fruit Juice, Milk, Tea, Water","shot, reference, sock, apricot, hinge",No,4.0,"Sub/Hoagie, Hamburger, Open faced sandwich",Cat-Person,Yes,No
157,10/18/2018 0:46:55,Yes,No,Blue and Black,Brussels sprouts? but idk if thats popular or no,I'm not sure what things you mean,No,bunny dragon horse dolphin cuttlefish,cold,"Cut vegetables with a knife, Swim",corroberate,No,Cooler,pink and white,Yes,81.0,9.0,No,Yes,none,none,none,Yes,idk any movie stars,No,No,Yes,wefgrthhnlmdfbgfjmk.fdfbji;mklf,4.0,No,No,Chocolate,57.0,in a box behind the computer,Yes,Yes,15,white,iPhone,curry up now burrito,"Soliloquy, Amiable, Salient, Lithe, Hubris, Fleek",cat,No,Yes,Positive 😊,No,"Beer, White wine, Red wine, Coffee, Tomatoes","Noncaffeinated Soda, Fruit Juice, Milk, Maple Syrup, Water",bunny dragon undertale sans flower,No,3.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone","Cat-Person, Half-Cat Half-Person",Yes,No
191,11/22/2018 18:29:09,Yes,No,I don't remember,vegemite,"Yes, occasionally",No,"snake, bear, dog, crocodile, cat",kinda cloudy,"Cut vegetables with a knife, Swim",rhythm,Yes,Warmer,blue,No,52.0,8.0,No,Yes,0,2,0,No,Keanu Reeves,No,No,Yes,"kdfuwheyroigdfjnoiuktghdbvk,fjh",1.0,No,Yes,Chocolate,5.0,um sort of but not sure where...,Yes,Yes,13,brick-colour,iPhone,food.,"Soliloquy, Amiable, Salient, Lithe, Hubris","""cat"" here",Yes,No,Neutral 😐,No,"Beer, White wine, Carbonation (fizz), Red wine, Cilantro, Coffee","Fruit Juice, Water","alphabet, hello, keep, book, computer",A little,3.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone","Dog-Person, Cat-Person, Half-Cat Half-Person, Part of a subterranean race of dog people",No,"No, but I'm totally doing that now"
80,7/19/2018 13:17:00,Yes,"No, but maybe someday.",Blue and Black,Ketchup,"Yes, occasionally",No,"Walrus
Seahorse
Pigeon
Donkey
Alligator",Sunny and cool,"Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Change the oil on a car, Juggle",Separate,Yes,Cooler,Orange,No,98.0,9.0,No,Yes,None,One,One,Yes,John Cena,Yes,No,Yes,äå‘éfí©áúßð©‘²9³‘³óáðfíñé®vf¾ðá¾ð¾ßíáßðíœféñb³¤‘¾®þfhna9df,3.0,No,Yes,Vanilla,97.0,Somewhere in the desert,Yes,Yes,17,Light blue,Android,Grasshopper ice cream,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris","""cat"" here",No,Yes,Neutral 😐,Yes,"Beer, Cilantro","Noncaffeinated Soda, Fruit Juice, Milk, Tea, Water","Suitcase
Bludgeon
Kidney
Apricot
Sickly",No,2.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Cat-Person,Yes,"No, but I'm totally doing that now"
512,12/13/2019 14:18:35,Yes,"No, but maybe someday.",White and Gold,Fried Chicken,"Yes, occasionally",No,"Dog, Cat, Mouse, Racoon, Kangaroo","Cold, Clear","Dunk a basketball, Tie a sheet bend or bowline, Roller skate, Drive a stick shift, Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Walk on stilts, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car, Do a back handspring, Juggle",Though,No,Cooler,Red,No,6.0,10.0,No,Yes,1,0,0,Yes,Sean Connery,Yes,No,No,as;fjsdl;kafjsdl;6asdkljf;dlkaj;f,5.0,No,Yes,Vanilla,6.0,On the screen,Yes,Yes,32,Beige,Android,Apple,"Rife, Soliloquy, Stipple, Amiable, Salient, Lithe, Hubris","""cat""",No,Yes,Neutral 😐,Yes,"Beer, Coffee","Noncaffeinated Soda, Fruit Juice, Milk, Tea, Water","Nitrogen, Horse, Calamity, Epic, Hotspur",No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Cat-Person",Yes,No
415,8/17/2019 23:48:12,Yes,No,What dress?,Ricotta Cheese,I'm not sure what things you mean,No,"Army Ant, Locust, Rufus from RDR2, Cougar, Leafcutter Any",Humid,"Cut vegetables with a knife, Swim",Antidisestablishmentarianism ,Yes,Cooler,Purple,Yes,24.0,8.0,No,Yes,0,0,0,No,Robert Downey Jr.,Yes,No,Yes,Yxbe duieksmfrjekd chncj,1.0,No,Yes,Chocolate,42.0,Nazi-occupied France in 1943,Yes,Yes,12,Light Green,iPhone,Ice Cream,"Amiable, Salient, Regolith, Hubris",Catherine,No,No,Negative 😠,Yes,Tomatoes,Maple Syrup,Recipe For Nucleotide Pancakes with Ketchup,No,5.0,"Sub/Hoagie, Hamburger",Dog-Person,Yes,No
552,2/26/2020 14:50:21,Yes,"No, but maybe someday.",Blue and Black,pills,"Yes, occasionally",No,"dog, cat, kangaroo, koala, cuttlefish",sunny,"Drive a stick shift, Swim",precocious,No,Warmer,blue,No,76.0,7.0,No,Yes,2,0,none,Yes,tom hanks,No,Yes,Yes,kdskdfjiadjf7kdjsakfjdklfj,4.0,No,Yes,Vanilla,89.0,Montreal,Yes,Yes,17,beige,Android,my teeth,"Regolith, Apricity",tac,No,Yes,Negative 😠,Yes,Carbonation (fizz),"Caffeinated Soda, Coffee, Fruit Juice, Milk, Water",dog coco pearl fuck florida,No,5.0,"Quesadilla, Sub/Hoagie, Hamburger, Open faced sandwich, Calzone",Half-Cat Half-Person,Yes,"No, but I'm totally doing that now"
544,2/13/2020 20:25:11,Yes,"No, but maybe someday.",I don't remember,Sweet potato,"Yes, constantly",No,"Elephant, zebra, dog, fish, platypus","Sunny, warm and pleasant","Drive a stick shift, Cut vegetables with a knife, Change the oil on a car",Separate,No,Cooler,"White, blue and red",No,77.0,9.0,No,Yes,2,1,0,Yes,Hugh Jackman,No,No,Yes,lkufdvgu76ytbfgvujhy7y6gfrt,4.0,No,Yes,Vanilla,43.0,In an ether that surrounds us all.,Yes,Yes,30,baige,Android,Pizza,"Rife, Amiable, Salient, Regolith, Lithe, Hubris",cat,No,No,Neutral 😐,Yes,,"Coffee, Fruit Juice, Milk, Beer, Wine, Water",five random words (so clever),A little,5.0,,Dog-Person,Yes,No
444,9/25/2019 20:46:02,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,,,,,,Yes,,,,,,,,No,Yes,Neutral 😐,,,,,,,,,Yes,
237,2/3/2019 2:26:16,Yes,"No, but maybe someday.",I don't remember,Sweet pies,"Yes, occasionally",No,Snake cat fish bird leopard,A bit rainy,"Tie a sheet bend or bowline, Dive headfirst off a diving board, Cut vegetables with a knife, Swim, Juggle",Tongue,No,Cooler,White,No,56.0,8.0,Yes,Yes,One,One,None,No,Gina Rodriguez,No,No,Yes,Cbsisuclsoazgbcmqoquxcy ftmalauchr Jesus iDisk b I udjexb,3.0,No,Yes,Vanilla,73.0,,Yes,Yes,21,Yellow and blue,iPhone,Popcorn,"Slickle, Rife, Soliloquy, Salient, Hubris, Fleek",Cat,No,Yes,Neutral 😐,No,,Water,Tree west go sound forest hat,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger","Literally named ""Catherine Person""",Yes,No
377,7/6/2019 13:11:52,Yes,No,Blue and Black,sausage gravy,I'm not sure what things you mean,No,cat dog penguin bird turtle,sunny and HOT,"Roller skate, Cut vegetables with a knife, Juggle",recommend,No,Cooler,gray,No,50.0,9.0,Yes,Yes,0,1,0,Yes,Chris Evans,No,No,Yes,"iudlskjdf,fdsjtoier;lksd,sdfngjkrhewopwkalsndjkfx,cnmxzlzieorasljkdiowejrlkfsad,msjefdkerjefwwieruirhjsjgnjkdfnxcmvnbjkheirjwioesklffgnruriuirguereheirejowiwaorlwqkemnarjvodicxoi oiokdd,mejnrhrweirhkfansdjhfdvosgtlrkjwieiwejihfjfxjjhaiwheowoepqeeowpioqpejlsdkgerowoqp;lre;mknmdsnnq,q,.em,eq.,opxzocopxocooiudydctddrwwrwfqfwgwgvsdccdmcmndd,v ffnkdrkl;ewq",3.0,No,Yes,Vanilla,6.0,the sky?,Yes,Yes,27,white,iPhone,cinnamon applesauce,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris",cat,No,No,Neutral 😐,Yes,,"Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Tea, Water",clouds drunk volleyball orange leaf,A little,3.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Dog-Person,Yes,No
123,8/29/2018 8:29:38,Yes,"No, but maybe someday.",White and Gold,Hamburgers,"Yes, occasionally",No,"Cat, Horse, Pig, Walrus, Narwhal",Partly Cloudy,"Roller skate, Ice skate",¯\_(ツ)_/¯,No,Cooler,Gray,No,29.3,8.0,Yes,Yes,0,0,0,No,Benedict Cumberbatch,No,No,Yes,"u.,deoagctdu.8eogcatuh.8cgoan,bc'pfu,upbg.,arcjpg.rac",3.0,No,Yes,Vanilla,51.4,no,Yes,No,16,White,Android,Chocolate,Hubris,cat,Yes,Yes,Neutral 😐,Yes,"Beer, White wine, Cilantro, Coffee, Tomatoes","Noncaffeinated Soda, Fruit Juice, Milk, Tea, Water",apple horse kitten sprinkles mayonnaise,No,3.0,,Cat-Person,Yes,No
577,4/9/2020 16:46:03,Yes,No,Blue and Black,tomatoes,"Yes, occasionally",No,rabbit,"cold, clear sky","Roller skate, Ice skate, Walk on stilts, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car",beautiful,Yes,Warmer,purple,No,31.0,9.0,Yes,Yes,0,3,0,No,Kira Nightly,Yes,I never had it,No,euarztae98dzchv mv dágjapöóü,3.0,No,Yes,Chocolate,88.0,in the computer box,Yes,Yes,19,yellow,Android,cookie,"Fination, Revergent","""cat"" here",Yes,Yes,Neutral 😐,Yes,"Coffee, Tomatoes","Milk, Tea, Water",sky permanent lion fulfill rose,A little,2.0,"Hamburger, Open faced sandwich",Half-Cat Half-Person,Yes,Yes
314,4/6/2019 18:57:40,Yes,"No, but maybe someday.",I don't remember,cheesy broccoli,No,No,"unicorn, horse, tardigrade, zebra, chicken",sunny and somewhat windy,,I can't remember a word like that that I at least occasionally use,No,,grey with green sleeves,No,,8.0,No,No,none,2,none,No,Andy Griffiths,No,No,Yes,"q nuv j ywtyfsvr [.p]waerun9qf32ou8nvaefw[
pqf32it677",1.0,No,Yes,Chocolate,,I don't actually do that.,Yes,Yes,12 and 361/365,"yellow on top, pale green on bottom",I don't have a phone,fondant,"Slickle, Rife, Soliloquy, Stipple, Tribution, Salient",cat,No,No,Positive 😊,Yes,"Beer, White wine, Red wine, Coffee","Milk, Water",wake act innate purpose woman,No,4.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger",Cat-Person,Yes,No
122,8/28/2018 3:30:32,Yes,No,Blue and Black,Jam,I'm not sure what things you mean,No,Cat horse dog spider mouse,Sunny but cold,"Roller skate, Ice skate, Ski, Cut vegetables with a knife, Swim",Necessary,No,Cooler,Whitr grey,No,6.0,4.0,No,Yes,0,2,2,Yes,Tom cruise,Yes,No,No,Zehdjdwoejdb,2.0,No,Yes,Vanilla,1.0,Germany,Yes,Yes,26,White,Android,Bread with Hummus,,Caz,Yes,No,Negative 😠,Yes,Chocolate ice cream,"Coffee, Fruit Juice, Beer, Wine, Tea, Water",Hi i am dog shit,No,2.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Cat-Person,Yes,"No, but I'm totally doing that now"
152,10/12/2018 3:35:51,Yes,No,I don't remember,coffee,"Yes, occasionally",No,"cat, dog, horse, giraffe, lion",sunny,"Drive a stick shift, Solve a Rubik's cube, Cut vegetables with a knife",address,Yes,Cooler,black,Yes,50.0,10.0,No,Yes,1,1,0,Yes,brad pitt,No,No,Yes,vqbpgrajonefeöwuofb,3.0,No,Yes,Chocolate,50.0,in my screen,Yes,Yes,20,White,Android,breakfast,"Amiable, Salient, Lithe, Hubris",cat,No,No,Positive 😊,Yes,"White wine, Cilantro, Coffee","Fruit Juice, Milk, Tea, Water","hello, world, word, five, random",A little,2.0,"Quesadilla, Sub/Hoagie, Hamburger, Open faced sandwich",Cat-Person,Yes,No
369,6/18/2019 15:53:05,Yes,"No, but maybe someday.",Blue and Black,Anything alcoholic.,I'm not sure what things you mean,No,"Dog, Cat, Mistwraith, Chasamfiend, Horse",Sunny,"Roller skate, Solve a Rubik's cube, Ice skate, Cut vegetables with a knife",pronouncuation,Yes,Warmer,Grey with red Allomantic symbols and black text,No,3.1415926539999997,6.0,Yes,Yes,0,1,0,Yes,um...... I literally can't think of any right now. I don't watch movies much.,No,No,Yes,23421534126542378467569756756907589634785,1.0,No,Yes,Vanilla,42.90485769,"I sometimes picture them, mostly as small to medium sized buildings containing rows of black or grey servers with green lights. Looking back, I'm not sure why I got so specific with color there.",No,Yes,17,"Grey, but there might be a hint of green",Android,Bread with mozzarella cheese,"Rife, Soliloquy, Peristeronic, Amiable, Salient, Regolith, Lithe, Hubris",Cat,No,Yes,Neutral 😐,Yes,"Chocolate ice cream, Beer, White wine, Carbonation (fizz), Red wine, Coffee, Tomatoes, Yogurt","Noncaffeinated Soda, Fruit Juice, Maple Syrup, Water","BattleCON, Immutable, Sprawlopolis, Zodiac, XKCD",No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,No,"No, but I'm totally doing that now"
189,11/19/2018 3:13:04,,"No, but maybe someday.",I don't remember,None,"Yes, constantly",No,dog cat bird giraf horse,Cloudy,"Roller skate, Walk on stilts, Cut vegetables with a knife, Swim",Ingeneure,No,Warmer,Blue,No,42.0,6.0,No,Yes,2,0,0,Yes,Clint Eastwood,No,No,Yes,sjkzp9485ivng9340poemfv,3.0,No,Yes,Chocolate,47.0,,Yes,Yes,26,Red,Android,Noodle,,cat,No,No,Neutral 😐,Yes,,"Caffeinated Soda, Coffee, Tea, Water",Five random words table tree,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,Yes,"No, but I'm totally doing that now"
413,8/16/2019 22:08:41,Yes,"No, but maybe someday.",Blue and Black,olives,"Yes, occasionally",No,"Dog, cat, mouse, horse, antelope",Sunny,"Drive a stick shift, Ski, Cut vegetables with a knife, Swim",Receive,No,Cooler,Grey,No,1.0,7.0,No,Yes,0,1,0,No,Tom Hanks,No,No,Yes,vgjhkjbu7gyjvkbhjlhjbgvj,3.0,No,Yes,Vanilla,9.0,no,Yes,Yes,24,Cream,Android,Toastie,"Rife, Lithe",cat,Yes,No,Positive 😊,Yes,,"Coffee, Fruit Juice, Beer, Tea, Water","what, cow, wood, remember, me",No,2.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Dog-Person,Yes,No
293,3/10/2019 3:43:04,Yes,No,I don't remember,cherries,"Yes, occasionally",No,cow cat dog mouse horse,rain,"Solve a Rubik's cube, Cut vegetables with a knife",bicycle,Yes,Cooler,brown,No,99.0,8.0,No,Yes,3,2,0,No,A movie star,No,No,Yes,ncoq8hcpq8h7rgosh8ecr pserj pcwbo7wr3ofbdawxcn9esgpd9etnacück94dn9p,3.0,No,Yes,Vanilla,43.0,Area 51,Yes,Yes,24,orange,Non-smartphone,Cornflakes,Regolith,cat,Yes,No,Negative 😠,Yes,"Eggs, Cilantro, Tomatoes","Noncaffeinated Soda, Coffee, Milk, Beer, Water",I type five random words,A little,2.0,Sub/Hoagie,Cat-Person,Yes,No
535,1/23/2020 11:30:15,No,No,I don't remember,French fries,"Yes, occasionally",Yes,"Cat, puppy, squirrel, otter, dolphin",Snowy,"Roller skate, Run in high heels, Solve a Rubik's cube, Ice skate, Cut vegetables with a knife, Swim, Change the oil on a car",,No,Warmer,Blue,Yes,71.0,9.0,No,Yes,4,None ,None,Yes,Brad Pitt ,No,Yes,Yes,Umeh chanting,4.0,Yes,Yes,Chocolate,45.0,A small room at the Smithsonian,Yes,Yes,,Off-white,Android,Salad,"Rife, Soliloquy, Stipple, Amiable, Salient, Lithe, Hubris",cat,Yes,Yes,Neutral 😐,Yes,"Beer, Cilantro, Yogurt","Caffeinated Soda, Fruit Juice, Milk, Tea, Water","flip, swim, coffee, math, gibberish ",A little,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,Yes,Yes
510,12/12/2019 12:24:12,Yes,No,White and Gold,Broccoli?,No,No,dog cat human mouse horse,cold,"Tie a sheet bend or bowline, Drive a stick shift, Solve a Rubik's cube",recurrence,No,Warmer,grey,No,74.0,9.0,No,Yes,0,1,0,No,Chris Hemsworth,No,No,Yes,"natc.okt.oapfbkxuneatohxboeunwbxbaeuthkdxaeonutdix,",2.0,Yes,Yes,Vanilla,26.0,In a huge cloud in the skyT,No,No,18 years,White,Android,A cookie,Amiable,"""cat""",No,No,Neutral 😐,Yes,,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Milk, Tea, Water",correct horse battery staple five,No,3.0,Open faced sandwich,Dog-Person,Yes,"No, but I'm totally doing that now"
487,11/16/2019 12:33:34,Yes,"No, but maybe someday.",What dress?,Milk,"Yes, occasionally",No,"Cat, cat, cat, cat, and cat",Gloomy and cool,"Cut vegetables with a knife, Swim, Ride a horse",Definitely,Yes,Warmer,red,No,6.0,10.0,Yes,No,0,1,,No,Robert Downey Jr,Yes,No,Yes,/'wgvuf;8p63q4n oqjvaxkvgerkvgbe487yhg85gv875rtgv8ygv8erbv8y$#$#@%DTFUYVYTFUYFugdvugrviubrivubr,4.0,No,Yes,Chocolate,101.0,Some Google data center in the middle of nowhere,Yes,Yes,17,white,Android,Chocolate Cake,"Rife, Soliloquy, Tribution, Amiable, Salient, Regolith, Lithe, Hubris",cat,Yes,No,Neutral 😐,Yes,,"Caffeinated Soda, Fruit Juice, Maple Syrup, Water","cat, cat, cat, cat, and cat",No,2.0,"Sub/Hoagie, Cheesesteak, Hamburger","Dog-Person, Cat-Person, Half-Cat Half-Person, Part of a subterranean race of dog people",Yes,No
2,5/22/2018 11:34:10,Yes,No,I don't remember,taco,"Yes, occasionally",No,cats dogs jaguars chetas son cao,raining,"Cut vegetables with a knife, Swim, Change the oil on a car, Juggle",mesabatainia,No,Warmer,gray,No,2.0,4.0,No,Yes,4,1,0,No,jhon cina ,Yes,No,Yes,b gvghvgvftuc bg trsxy vvtrdcr6df6rtyfbr5cftybf6rdnex56ezw`z35wwsxdcrvf,3.0,No,Yes,Chocolate,99.0,somewhere,No,Yes,11,white,iPhone,bagel,,cat,No,No,Neutral 😐,Yes,Yogurt,"Noncaffeinated Soda, Water",hi by die my dye,A little,2.0,"Taco, Sub/Hoagie, Hamburger, Calzone","Dog-Person, Cat-Person, Half-Cat Half-Person, Literally named ""Catherine Person""",Yes,No
51,7/2/2018 12:16:09,Yes,No,What dress?,...,"Yes, occasionally",No,No.,§§§§ what does that symbol mean ,"Dive headfirst off a diving board, Ice skate, Cut vegetables with a knife, Swim, Ride a horse",Gdthdfgbdg ,Yes,Warmer,Medium-dark blu,Yes,3.1415926539999997,9.0,Yes,Yes,0,1,,Yes,No,No,No,Yes,No. ,2.0,No,Yes,Vanilla,100.0,§§§§§§§§§§§§§,Yes,Yes,Uhhhhhh… twelve,Anti-magenta ,iPhone,Food probably,"Slickle, Tribution, Regolith, Hubris",“Cat” here,No,Yes,Positive 😊,Yes,"Eggs, Carbonation (fizz), Cilantro, Tomatoes, Yogurt","Fruit Juice, Maple Syrup, Water",Five random words ,No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Calzone",,Yes,"No, but I'm totally doing that now"
244,2/6/2019 11:50:42,Yes,"No, but maybe someday.",I don't remember,Bacon,"Yes, occasionally",No,"Cat, dog, horse, octopus, fish",Cloudy,"Cut vegetables with a knife, Swim",Efficacious,No,Warmer,Dark blue,No,50.0,9.0,No,No,0,1,0,Yes,Harrison Ford,No,I never had it,Yes," vgjbvdtbu viynvcbtryu fikhbjlmbnbtvtdxcbfhnjgvykmbhulnj,;km..,nmbvfcgvxdgchvjbknl",2.0,No,Yes,Vanilla,75.0,I don't associate places with internet sites.,Yes,Yes,14,Pale Yellow,Non-smartphone,Strawberry yogurt,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris",Cat,No,No,Neutral 😐,Yes,Red wine,"Fruit Juice, Milk, Water","Pineapple, barnacle, foodstuffs, chromebook, tree",No,3.0,"Sub/Hoagie, Hamburger, Open faced sandwich","Cat-Person, Half-Cat Half-Person",No,No
348,5/22/2019 14:04:19,Yes,"No, but maybe someday.",Blue and Black,,I'm not sure what things you mean,No,Penguin Monkey Flamingo Lion Shark,Sunny,"Roller skate, Walk on stilts, Cut vegetables with a knife, Swim, Ride a horse",Separate,No,Warmer,Blue,Yes,77.0,8.0,No,Yes,0,One,Zero,Yes,Johnny Depp,No,Yes,Yes,fjuvhes0vq30hvfjvbjehv 0ef3 hf0u23irqurgrqh304f0yvvue3huwfy9qyf eyqrewq89ry09 qwqrj3rlkjto-jgj0gj8j988f897g8u839jj3klq ,3.0,No,Yes,Chocolate,47.0,I've never thought about it.,Yes,Yes,15,Yellow,Non-smartphone,A Cookie,"Rife, Peristeronic, Lithe, Hubris, Fleek",cat,No,No,Positive 😊,Yes,"Beer, Coffee, Tomatoes","Caffeinated Soda, Noncaffeinated Soda, Milk, Water",French Flurry Gorbachev Phlegm Doodle,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger",Cat-Person,Yes,No
593,5/5/2020 9:37:48,Yes,No,Blue and Black,French Fries,I'm not sure what things you mean,No,Lion penguin pigeon worm polar bear,Sunny,,beginning,No,Warmer,Tie-dye,No,32.1284571,6.0,No,Yes,0,4,0,No,Daniel Radcliffe,No,Yes,Yes,gkah4w[o3ugaoi4p wearaguqpwop;ernotvelhupqvm wp4g;vom h4puw;t ao4avwa;owiai4t hwap89tnvq4wo;tvnway4o;n twpbtwa4oibntwmpvi osln;o t'QUOAVHMP3O;AWT4H; TNAEPI T;OWH AWIA*UOPLU;[oisetuny;oie5b;6u ubhpyo5e i;ujw [3iu-]awm y\]es[p[4wupyhnwa4tbiytuobifanw;vlaiwbo;m 4wabu;se,1.0,No,Yes,Vanilla,95.19383658,"In ""The Cloud""",Yes,Yes,13,Tan,I don't have a phone,Oats and honey,"Soliloquy, Amiable, Lithe, Hubris",Cat,No,No,Neutral 😐,Yes,,"Noncaffeinated Soda, Fruit Juice, Milk, Water",astatine to error seven chair,A little,3.0,"Sub/Hoagie, Hamburger",Cat-Person,No,No
